::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 18:30:26 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 242.046 ms | 242.256 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:26:22 GMT] | GET /api/hod/terminated/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 247.191 ms | 247.349 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:27:51 GMT] | GET /api/hod/procforspec/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/employee/specsheet | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 250.364 ms | 250.595 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:31:35 GMT] | GET /api/hod/init/emp00004 | HTTP/1.1 | 200 | 4100 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 271.638 ms | 271.886 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:31:35 GMT] | GET /api/hod/completed/emp00004 | HTTP/1.1 | 200 | 2 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 287.448 ms | 287.698 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:31:35 GMT] | GET /api/hod/approved/emp00004 | HTTP/1.1 | 200 | 2 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 288.558 ms | 288.746 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:31:35 GMT] | GET /api/hod/terminated/emp00004 | HTTP/1.1 | 200 | 2 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 330.944 ms | 331.183 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:44 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.108 ms | 0.303 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:45 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 289.500 ms | 289.771 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:47 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.116 ms | 0.343 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:47 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 269.197 ms | 269.413 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:48 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.122 ms | 0.335 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:49 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 250.839 ms | 251.147 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:49 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.116 ms | 0.328 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:50 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 263.135 ms | 263.396 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:50 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.176 ms | 0.525 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:50 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 289.802 ms | 289.996 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:52 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.107 ms | 0.311 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:32:52 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 334.652 ms | 334.858 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:33:02 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.111 ms | 0.307 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:33:02 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 344.480 ms | 344.685 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:33:03 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.118 ms | 0.331 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:33:03 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 300.301 ms | 300.502 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:33:04 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.113 ms | 0.327 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:33:04 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 275.897 ms | 276.138 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:34:24 GMT] | OPTIONS /api/auth/login | HTTP/1.1 | 204 | 0 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.100 ms | 0.289 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:34:24 GMT] | POST /api/auth/login | HTTP/1.1 | 400 | 148 | http://localhost:8080/login | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 241.709 ms | 242.729 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:09 GMT] | GET /api/hod/terminated/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 557.096 ms | 558.279 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:09 GMT] | GET /api/hod/init/emp00004 | HTTP/1.1 | 200 | 4100 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 571.497 ms | 571.849 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:09 GMT] | GET /api/hod/completed/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 575.668 ms | 575.849 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:09 GMT] | GET /api/hod/approved/emp00004 | HTTP/1.1 | 200 | 2 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 606.977 ms | 607.264 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:21 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | 11 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 220.987 ms | 221.339 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:21 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | 28 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 250.405 ms | 250.641 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:21 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | 549 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 248.318 ms | 248.597 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:21 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | 28 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 516.631 ms | 516.878 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:53 GMT] | OPTIONS /api/hod/create_req | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.227 ms | 0.476 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:53 GMT] | OPTIONS /api/hod/get_req_seq | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.097 ms | 0.281 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:53 GMT] | OPTIONS /api/hod/add_prod | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.090 ms | 0.247 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:55 GMT] | GET /api/hod/init/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 253.046 ms | 253.266 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:55 GMT] | GET /api/hod/approved/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 252.991 ms | 253.142 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:55 GMT] | GET /api/hod/terminated/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 250.981 ms | 251.202 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:36:55 GMT] | GET /api/hod/completed/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 257.841 ms | 257.980 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:57:27 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 261.684 ms | 261.898 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:57:27 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 263.563 ms | 263.698 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:57:27 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 263.342 ms | 263.462 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:57:27 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 267.289 ms | 267.480 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:57:29 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | 28 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 246.181 ms | 246.968 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:57:29 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | 11 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 248.750 ms | 249.027 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:57:29 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | 28 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 261.736 ms | 261.983 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:57:29 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | 549 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 265.152 ms | 265.347 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:58:48 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 257.019 ms | 257.302 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:58:48 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 259.330 ms | 259.472 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:58:48 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 259.065 ms | 259.293 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:58:48 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 262.002 ms | 262.157 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:59:45 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 232.848 ms | 233.599 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:59:45 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 248.314 ms | 248.495 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:59:45 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 249.122 ms | 249.250 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:59:45 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 260.804 ms | 261.011 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:59:50 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 262.155 ms | 262.391 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:59:50 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 261.431 ms | 261.557 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:59:50 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 271.986 ms | 272.182 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 19:59:50 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 269.075 ms | 269.234 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 20:00:41 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 239.473 ms | 239.686 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 20:00:41 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 250.605 ms | 250.812 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 20:00:41 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 259.006 ms | 259.211 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 20:00:41 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 267.335 ms | 267.549 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 20:00:46 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 250.716 ms | 251.006 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 20:00:46 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 248.896 ms | 249.072 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 20:00:46 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 250.132 ms | 250.299 |
::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 20:00:46 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 263.017 ms | 263.287 |
::1 | - | [Wed, 07 Oct 2020 01:07:17 GMT] | POST /api/hod/add_prod | HTTP/1.1 | - | - | - | insomnia/2020.4.1 | - ms | - |
::1 | - | [Wed, 07 Oct 2020 01:08:12 GMT] | POST /api/hod/add_prod | HTTP/1.1 | 400 | 359 | - | insomnia/2020.4.1 | 20222.054 ms | 20222.316 |
::1 | - | [Wed, 07 Oct 2020 01:10:32 GMT] | POST /api/hod/add_prod | HTTP/1.1 | 200 | 2 | - | insomnia/2020.4.1 | 231.434 ms | 232.597 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:28 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 548.086 ms | 549.264 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:28 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 545.792 ms | 545.925 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:28 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 554.030 ms | 554.224 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:28 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 572.558 ms | 572.762 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:50 GMT] | OPTIONS /api/hod/create_req | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.212 ms | 0.447 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:50 GMT] | OPTIONS /api/hod/get_req_seq | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.135 ms | 0.337 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:50 GMT] | OPTIONS /api/hod/add_prod | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.082 ms | 0.255 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:50 GMT] | POST /api/hod/get_req_seq | HTTP/1.1 | 404 | 159 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 1.629 ms | 1.895 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:50 GMT] | POST /api/hod/add_prod | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:50 GMT] | POST /api/hod/create_req | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:51 GMT] | GET /api/hod/completed/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 235.129 ms | 235.362 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:51 GMT] | GET /api/hod/terminated/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 235.295 ms | 235.438 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:51 GMT] | GET /api/hod/init/emp00004 | HTTP/1.1 | 200 | 4464 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 248.650 ms | 248.880 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:32:52 GMT] | GET /api/hod/approved/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 391.224 ms | 391.454 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:34:37 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 222.209 ms | 222.444 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:34:37 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 232.731 ms | 232.925 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:34:37 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 251.092 ms | 251.313 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:34:37 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | 11 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 249.064 ms | 249.263 |
